customer_id,city,customer_type
CUST-05399,Yogyakarta,nan
CUST-05400,Semarang,Corporate
CUST-05401,Palembang,Individual
CUST-05402,Medan,Individual
CUST-05403,Yogyakarta,Corporate
CUST-05404,Surabaya,Individual
CUST-05405,Balikpapan,Individual
CUST-05406,Balikpapan,Individual
CUST-05407,Semarang,Individual
CUST-05408,Makassar,Individual
CUST-05409,Makassar,Individual
CUST-05410,Makassar,Corporate
CUST-05411,Jakarta,nan
CUST-05412,Balikpapan,Individual
CUST-05413,Bandung,Individual
CUST-05414,Medan,Individual
CUST-05415,Denpasar,Individual
CUST-05416,Semarang,Individual
CUST-05417,Balikpapan,Individual
CUST-05418,Medan,Individual
CUST-05419,Palembang,nan
CUST-05420,Balikpapan,nan
CUST-05421,Bandung,Individual
CUST-05422,Palembang,Corporate
CUST-05423,Medan,Individual
CUST-05424,Semarang,Individual
CUST-05425,Palembang,Individual
CUST-05426,Bandung,Individual
CUST-05427,Makassar,Individual
CUST-05428,Palembang,Individual
CUST-05429,Makassar,Individual
CUST-05430,Surabaya,Corporate
CUST-05431,Jakarta,Individual
CUST-05432,Jakarta,Individual
CUST-05433,Denpasar,Corporate
CUST-05434,Jakarta,Individual
CUST-05435,Yogyakarta,Individual
CUST-05436,Semarang,Individual
CUST-05437,Makassar,Corporate
CUST-05438,Bandung,Corporate
CUST-05439,Balikpapan,Individual
CUST-05440,Surabaya,Individual
CUST-05441,Balikpapan,Corporate
CUST-05442,Semarang,Individual
CUST-05443,Denpasar,Individual
CUST-05444,Yogyakarta,nan
CUST-05445,Surabaya,Individual
CUST-05446,Makassar,nan
CUST-05447,Balikpapan,Individual
CUST-05448,Bandung,Individual
CUST-05449,Surabaya,Corporate
CUST-05450,Surabaya,Individual
CUST-05451,Makassar,Individual
CUST-05452,Bandung,Corporate
CUST-05453,Surabaya,nan
CUST-05454,Semarang,Corporate
CUST-05455,Jakarta,Individual
CUST-05456,Surabaya,Individual
CUST-05457,Semarang,Individual
CUST-05458,Balikpapan,nan
CUST-05459,Semarang,Individual
CUST-05460,Bandung,Individual
CUST-05461,Jakarta,Individual
CUST-05462,Jakarta,Individual
CUST-05463,Denpasar,Individual
CUST-05464,Balikpapan,Individual
CUST-05465,Semarang,Individual
CUST-05466,Denpasar,Individual
CUST-05467,Surabaya,Corporate
CUST-05468,Yogyakarta,Individual
CUST-05469,Yogyakarta,nan
CUST-05470,Surabaya,Individual
CUST-05471,Medan,Individual
CUST-05472,Medan,nan
CUST-05473,Jakarta,Individual
CUST-05474,Denpasar,Corporate
CUST-05475,Bandung,Individual
CUST-05476,Balikpapan,Corporate
CUST-05477,Semarang,Corporate
CUST-05478,Bandung,Corporate
CUST-05479,Medan,Individual
CUST-05480,Bandung,Individual
CUST-05481,Yogyakarta,Individual
CUST-05482,Semarang,Individual
CUST-05483,Palembang,Individual
CUST-05484,Denpasar,Individual
CUST-05485,Denpasar,Individual
CUST-05486,Medan,Individual
CUST-05487,Semarang,Individual
CUST-05488,Medan,Corporate
CUST-05489,Balikpapan,Individual
CUST-05490,Denpasar,Individual
CUST-05491,Balikpapan,Individual
CUST-05492,Denpasar,Corporate
CUST-05493,Jakarta,Individual
CUST-05494,Balikpapan,nan
CUST-05495,Surabaya,Corporate
CUST-05496,Yogyakarta,Individual
CUST-05497,Bandung,Individual
CUST-05498,Semarang,Individual
CUST-05499,Bandung,Individual
CUST-05500,Surabaya,Corporate
CUST-05501,Semarang,Individual
CUST-05502,Palembang,Individual
CUST-05503,Surabaya,Individual
CUST-05504,Denpasar,Individual
CUST-05505,Surabaya,Individual
CUST-05506,Jakarta,Individual
CUST-05507,Palembang,Individual
CUST-05508,Palembang,nan
CUST-05509,Semarang,Individual
CUST-05510,Medan,nan
CUST-05511,Jakarta,Individual
CUST-05512,Yogyakarta,Individual
CUST-05513,Palembang,Individual
CUST-05514,Bandung,nan
CUST-05515,Denpasar,Corporate
CUST-05516,Bandung,Individual
CUST-05517,Denpasar,nan
CUST-05518,Balikpapan,Individual
CUST-05519,Palembang,nan
CUST-05520,Yogyakarta,Individual
CUST-05521,Medan,Corporate
CUST-05522,Semarang,nan
CUST-05523,Medan,Individual
CUST-05524,Yogyakarta,Corporate
CUST-05525,Jakarta,Individual
CUST-05526,Balikpapan,Corporate
CUST-05527,Bandung,Individual
CUST-05528,Yogyakarta,Corporate
CUST-05529,Makassar,Corporate
CUST-05530,Bandung,Individual
CUST-05531,Surabaya,nan
CUST-05532,Balikpapan,Individual
CUST-05533,Yogyakarta,Individual
CUST-05534,Balikpapan,Corporate
CUST-05535,Semarang,Corporate
CUST-05536,Surabaya,Individual
CUST-05537,Yogyakarta,Individual
CUST-05538,Bandung,Corporate
CUST-05539,Surabaya,Individual
CUST-05540,Surabaya,nan
CUST-05541,Yogyakarta,Individual
CUST-05542,Semarang,Individual
CUST-05543,Makassar,Individual
CUST-05544,Jakarta,Corporate
CUST-05545,Denpasar,Corporate
CUST-05546,Medan,nan
CUST-05547,Balikpapan,Individual
CUST-05548,Yogyakarta,Individual
CUST-05549,Medan,Individual
CUST-05550,Denpasar,Corporate
CUST-05551,Palembang,Individual
CUST-05552,Surabaya,Individual
CUST-05553,Balikpapan,Individual
CUST-05554,Semarang,Corporate
CUST-05555,Palembang,Individual
CUST-05556,Denpasar,Individual
CUST-05557,Bandung,Individual
CUST-05558,Makassar,Corporate
CUST-05559,Bandung,Corporate
CUST-05560,Semarang,Individual
CUST-05561,Yogyakarta,Individual
CUST-05562,Jakarta,nan
CUST-05563,Surabaya,Corporate
CUST-05564,Balikpapan,nan
CUST-05565,Yogyakarta,Corporate
CUST-05566,Palembang,Individual
CUST-05567,Yogyakarta,Individual
CUST-05568,Balikpapan,Corporate
CUST-05569,Palembang,Individual
CUST-05570,Palembang,Individual
CUST-05571,Makassar,Individual
CUST-05572,Bandung,nan
CUST-05573,Makassar,Individual
CUST-05574,Balikpapan,Corporate
CUST-05575,Makassar,Individual
CUST-05576,Palembang,Individual
CUST-05577,Medan,Corporate
CUST-05578,Jakarta,Corporate
CUST-05579,Surabaya,Corporate
CUST-05580,Bandung,Corporate
CUST-05581,Bandung,nan
CUST-05582,Makassar,nan
CUST-05583,Yogyakarta,nan
CUST-05584,Yogyakarta,Individual
CUST-05585,Semarang,Corporate
CUST-05586,Semarang,nan
CUST-05587,Makassar,Corporate
CUST-05588,Medan,Individual
CUST-05589,Surabaya,Individual
CUST-05590,Surabaya,Individual
CUST-05591,Medan,Corporate
CUST-05592,Makassar,Corporate
CUST-05593,Yogyakarta,Corporate
CUST-05594,Semarang,Individual
CUST-05595,Makassar,Corporate
CUST-05596,Palembang,Corporate
CUST-05597,Jakarta,nan
CUST-05598,Bandung,nan
CUST-05599,Jakarta,Corporate
CUST-05600,Jakarta,Corporate
CUST-05601,Bandung,Corporate
CUST-05602,Surabaya,nan
CUST-05603,Yogyakarta,Corporate
CUST-05604,Makassar,nan
CUST-05605,Semarang,nan
CUST-05606,Medan,Individual
CUST-05607,Yogyakarta,Corporate
CUST-05608,Makassar,Individual
CUST-05609,Denpasar,nan
CUST-05610,Yogyakarta,Individual
CUST-05611,Surabaya,Individual
CUST-05612,Palembang,Individual
CUST-05613,Makassar,Individual
CUST-05614,Makassar,nan
CUST-05615,Bandung,Individual
CUST-05616,Makassar,Corporate
CUST-05617,Palembang,Individual
CUST-05618,Jakarta,Individual
CUST-05619,Jakarta,Individual
CUST-05620,Medan,Individual
CUST-05621,Palembang,Corporate
CUST-05622,Semarang,Corporate
CUST-05623,Jakarta,Individual
CUST-05624,Surabaya,Individual
CUST-05625,Semarang,Corporate
CUST-05626,Bandung,Corporate
CUST-05627,Surabaya,Corporate
CUST-05628,Palembang,Individual
CUST-05629,Surabaya,Individual
CUST-05630,Jakarta,Corporate
CUST-05631,Medan,Individual
CUST-05632,Surabaya,Individual
CUST-05633,Semarang,Individual
CUST-05634,Bandung,Individual
CUST-05635,Semarang,Individual
CUST-05636,Jakarta,nan
CUST-05637,Surabaya,nan
CUST-05638,Jakarta,Individual
CUST-05639,Jakarta,Individual
CUST-05640,Semarang,Corporate
CUST-05641,Palembang,Individual
CUST-05642,Balikpapan,Corporate
CUST-05643,Semarang,Individual
CUST-05644,Semarang,Corporate
CUST-05645,Surabaya,Individual
CUST-05646,Balikpapan,Individual
CUST-05647,Denpasar,Individual
CUST-05648,Jakarta,Individual
CUST-05649,Bandung,nan
CUST-05650,Yogyakarta,nan
CUST-05651,Jakarta,nan
CUST-05652,Balikpapan,Individual
CUST-05653,Yogyakarta,Individual
CUST-05654,Makassar,Individual
CUST-05655,Semarang,Individual
CUST-05656,Jakarta,Individual
CUST-05657,Surabaya,nan
CUST-05658,Denpasar,Individual
CUST-05659,Palembang,Corporate
CUST-05660,Medan,Individual
CUST-05661,Palembang,Individual
CUST-05662,Surabaya,Individual
CUST-05663,Surabaya,nan
CUST-05664,Balikpapan,Individual
CUST-05665,Surabaya,Individual
CUST-05666,Makassar,Individual
CUST-05667,Yogyakarta,Corporate
CUST-05668,Denpasar,Corporate
CUST-05669,Semarang,Individual
CUST-05670,Balikpapan,Corporate
CUST-05671,Surabaya,Individual
CUST-05672,Yogyakarta,Individual
CUST-05673,Medan,Corporate
CUST-05674,Makassar,Corporate
CUST-05675,Jakarta,Corporate
CUST-05676,Semarang,Individual
CUST-05677,Surabaya,nan
CUST-05678,Palembang,Individual
CUST-05679,Palembang,Individual
CUST-05680,Yogyakarta,nan
CUST-05681,Jakarta,Corporate
CUST-05682,Medan,nan
CUST-05683,Medan,Individual
CUST-05684,Yogyakarta,Individual
CUST-05685,Semarang,Corporate
CUST-05686,Balikpapan,Individual
CUST-05687,Surabaya,nan
CUST-05688,Semarang,Corporate
CUST-05689,Surabaya,Individual
CUST-05690,Makassar,Corporate
CUST-05691,Jakarta,nan
CUST-05692,Balikpapan,Individual
CUST-05693,Jakarta,nan
CUST-05694,Makassar,nan
CUST-05695,Surabaya,Individual
CUST-05696,Balikpapan,Individual
CUST-05697,Palembang,Individual
CUST-05698,Bandung,Individual
CUST-05699,Jakarta,Individual
CUST-05700,Surabaya,Individual
CUST-05701,Makassar,Individual
CUST-05702,Makassar,Individual
CUST-05703,Bandung,Individual
CUST-05704,Jakarta,Individual
CUST-05705,Jakarta,Individual
CUST-05706,Palembang,Corporate
CUST-05707,Surabaya,Corporate
CUST-05708,Yogyakarta,Individual
CUST-05709,Denpasar,Individual
CUST-05710,Semarang,Individual
CUST-05711,Bandung,Corporate
CUST-05712,Balikpapan,Corporate
CUST-05713,Bandung,Individual
CUST-05714,Semarang,Corporate
CUST-05715,Surabaya,nan
CUST-05716,Makassar,nan
CUST-05717,Semarang,Individual
CUST-05718,Balikpapan,Corporate
CUST-05719,Medan,Individual
CUST-05720,Balikpapan,Individual
CUST-05721,Balikpapan,Individual
CUST-05722,Makassar,nan
CUST-05723,Surabaya,Individual
CUST-05724,Yogyakarta,Individual
CUST-05725,Semarang,nan
CUST-05726,Balikpapan,Individual
CUST-05727,Yogyakarta,Corporate
CUST-05728,Bandung,Corporate
CUST-05729,Palembang,Individual
CUST-05730,Palembang,Corporate
CUST-05731,Surabaya,Individual
CUST-05732,Makassar,Individual
CUST-05733,Medan,Corporate
CUST-05734,Palembang,Individual
CUST-05735,Denpasar,nan
CUST-05736,Palembang,nan
CUST-05737,Palembang,Corporate
CUST-05738,Balikpapan,Individual
CUST-05739,Denpasar,Individual
CUST-05740,Yogyakarta,nan
CUST-05741,Palembang,nan
CUST-05742,Jakarta,nan
CUST-05743,Surabaya,Corporate
CUST-05744,Balikpapan,Individual
CUST-05745,Balikpapan,Individual
CUST-05746,Jakarta,Corporate
CUST-05747,Makassar,Individual
CUST-05748,Denpasar,Individual
CUST-05749,Bandung,Individual
CUST-05750,Surabaya,Individual
CUST-05751,Medan,Individual
CUST-05752,Surabaya,Corporate
CUST-05753,Denpasar,nan
CUST-05754,Surabaya,Individual
CUST-05755,Medan,Individual
CUST-05756,Balikpapan,Individual
CUST-05757,Yogyakarta,Corporate
CUST-05758,Makassar,Individual
CUST-05759,Denpasar,Individual
CUST-05760,Surabaya,nan
CUST-05761,Bandung,Individual
CUST-05762,Yogyakarta,Individual
CUST-05763,Bandung,Corporate
CUST-05764,Semarang,Individual
CUST-05765,Jakarta,Individual
CUST-05766,Medan,Corporate
CUST-05767,Jakarta,Corporate
CUST-05768,Medan,Individual
CUST-05769,Medan,Individual
CUST-05770,Medan,nan
CUST-05771,Jakarta,Individual
CUST-05772,Denpasar,Corporate
CUST-05773,Medan,Corporate
CUST-05774,Jakarta,Individual
CUST-05775,Semarang,Corporate
CUST-05776,Denpasar,Individual
CUST-05777,Semarang,Corporate
CUST-05778,Yogyakarta,Individual
CUST-05779,Jakarta,Corporate
CUST-05780,Medan,Individual
CUST-05781,Makassar,Individual
CUST-05782,Makassar,nan
CUST-05783,Jakarta,Individual
CUST-05784,Surabaya,Individual
CUST-05785,Balikpapan,nan
CUST-05786,Medan,Individual
CUST-05787,Makassar,nan
CUST-05788,Medan,Corporate
CUST-05789,Bandung,Individual
CUST-05790,Medan,Corporate
CUST-05791,Denpasar,Corporate
CUST-05792,Palembang,Individual
CUST-05793,Yogyakarta,Individual
CUST-05794,Semarang,Individual
CUST-05795,Denpasar,Individual
CUST-05796,Medan,Individual
CUST-05797,Medan,Individual
CUST-05798,Makassar,Individual
CUST-05799,Medan,nan
CUST-05800,Medan,Individual
CUST-05801,Bandung,Individual
CUST-05802,Semarang,Individual
CUST-05803,Makassar,Individual
CUST-05804,Surabaya,Corporate
CUST-05805,Surabaya,Individual
CUST-05806,Balikpapan,Individual
CUST-05807,Jakarta,Individual
CUST-05808,Balikpapan,Individual
CUST-05809,Balikpapan,Corporate
CUST-05810,Bandung,Corporate
CUST-05811,Palembang,nan
CUST-05812,Bandung,Individual
CUST-05813,Bandung,Corporate
CUST-05814,Jakarta,Individual
CUST-05815,Semarang,Individual
CUST-05816,Semarang,Individual
CUST-05817,Medan,Individual
CUST-05818,Makassar,Individual
CUST-05819,Yogyakarta,Corporate
CUST-05820,Semarang,Corporate
CUST-05821,Jakarta,Individual
CUST-05822,Palembang,Corporate
CUST-05823,Semarang,nan
CUST-05824,Yogyakarta,Individual
CUST-05825,Palembang,Individual
CUST-05826,Medan,Corporate
CUST-05827,Makassar,nan
CUST-05828,Makassar,nan
CUST-05829,Palembang,Individual
CUST-05830,Makassar,nan
CUST-05831,Jakarta,Individual
CUST-05832,Surabaya,nan
CUST-05833,Yogyakarta,nan
CUST-05834,Medan,Corporate
CUST-05835,Palembang,nan
CUST-05836,Balikpapan,Individual
CUST-05837,Semarang,Individual
CUST-05838,Balikpapan,Corporate
CUST-05839,Makassar,Individual
CUST-05840,Medan,Individual
CUST-05841,Palembang,Corporate
CUST-05842,Palembang,nan
CUST-05843,Medan,Individual
CUST-05844,Medan,Corporate
CUST-05845,Surabaya,Corporate
CUST-05846,Yogyakarta,nan
CUST-05847,Semarang,Individual
CUST-05848,Makassar,Corporate
CUST-05849,Palembang,Corporate
CUST-05850,Makassar,Individual
CUST-05851,Yogyakarta,nan
CUST-05852,Jakarta,Corporate
CUST-05853,Semarang,Individual
CUST-05854,Semarang,Individual
CUST-05855,Makassar,Individual
CUST-05856,Palembang,Individual
CUST-05857,Jakarta,Corporate
CUST-05858,Bandung,Individual
CUST-05859,Balikpapan,Individual
CUST-05860,Denpasar,Individual
CUST-05861,Palembang,Individual
CUST-05862,Jakarta,Individual
CUST-05863,Surabaya,Individual
CUST-05864,Yogyakarta,Corporate
CUST-05865,Balikpapan,nan
CUST-05866,Denpasar,Individual
CUST-05867,Yogyakarta,Individual
CUST-05868,Balikpapan,Corporate
CUST-05869,Palembang,Individual
CUST-05870,Palembang,Corporate
CUST-05871,Medan,Individual
CUST-05872,Makassar,nan
CUST-05873,Balikpapan,Individual
CUST-05874,Denpasar,nan
CUST-05875,Denpasar,Individual
CUST-05876,Jakarta,Individual
CUST-05877,Surabaya,Corporate
CUST-05878,Balikpapan,Individual
CUST-05879,Yogyakarta,Individual
CUST-05880,Yogyakarta,nan
CUST-05881,Yogyakarta,Corporate
CUST-05882,Balikpapan,Individual
CUST-05883,Yogyakarta,Corporate
CUST-05884,Medan,nan
CUST-05885,Medan,Individual
CUST-05886,Palembang,Individual
CUST-05887,Semarang,Individual
CUST-05888,Medan,Individual
CUST-05889,Makassar,Individual
CUST-05890,Jakarta,Individual
CUST-05891,Jakarta,Individual
CUST-05892,Surabaya,Individual
CUST-05893,Jakarta,nan
CUST-05894,Palembang,nan
CUST-05895,Semarang,Individual
CUST-05896,Makassar,Corporate
CUST-05897,Yogyakarta,nan
CUST-05898,Palembang,Individual
CUST-05899,Yogyakarta,Individual
CUST-05900,Surabaya,Individual
CUST-05901,Surabaya,Corporate
CUST-05902,Balikpapan,Individual
CUST-05903,Denpasar,Individual
CUST-05904,Balikpapan,Corporate
CUST-05905,Makassar,Individual
CUST-05906,Makassar,Corporate
CUST-05907,Jakarta,Individual
CUST-05908,Semarang,Individual
CUST-05909,Jakarta,Individual
CUST-05910,Palembang,Individual
CUST-05911,Medan,Individual
CUST-05912,Bandung,Individual
CUST-05913,Surabaya,Individual
CUST-05914,Medan,Individual
CUST-05915,Makassar,Individual
CUST-05916,Semarang,Individual
CUST-05917,Jakarta,Individual
CUST-05918,Makassar,nan
CUST-05919,Semarang,Individual
CUST-05920,Bandung,Individual
CUST-05921,Makassar,Individual
CUST-05922,Makassar,Individual
CUST-05923,Makassar,Individual
CUST-05924,Semarang,Individual
CUST-05925,Palembang,Individual
CUST-05926,Surabaya,Individual
CUST-05927,Palembang,nan
CUST-05928,Palembang,Individual
CUST-05929,Palembang,Individual
CUST-05930,Bandung,Individual
CUST-05931,Makassar,Individual
CUST-05932,Jakarta,Corporate
CUST-05933,Medan,Individual
CUST-05934,Yogyakarta,nan
CUST-05935,Semarang,Individual
CUST-05936,Makassar,Individual
CUST-05937,Yogyakarta,Corporate
CUST-05938,Balikpapan,Individual
CUST-05939,Semarang,Individual
CUST-05940,Palembang,Corporate
CUST-05941,Yogyakarta,Individual
CUST-05942,Yogyakarta,Individual
CUST-05943,Denpasar,nan
CUST-05944,Semarang,Individual
CUST-05945,Semarang,nan
CUST-05946,Medan,Individual
CUST-05947,Surabaya,Corporate
CUST-05948,Makassar,Corporate
CUST-05949,Bandung,Corporate
CUST-05950,Medan,Individual
CUST-05951,Jakarta,Individual
CUST-05952,Balikpapan,Individual
CUST-05953,Medan,Individual
CUST-05954,Makassar,Individual
CUST-05955,Yogyakarta,Individual
CUST-05956,Yogyakarta,Individual
CUST-05957,Jakarta,Corporate
CUST-05958,Bandung,Individual
CUST-05959,Jakarta,Corporate
CUST-05960,Makassar,Individual
CUST-05961,Palembang,Individual
CUST-05962,Medan,Corporate
CUST-05963,Makassar,nan
CUST-05964,Denpasar,Corporate
CUST-05965,Yogyakarta,Individual
CUST-05966,Balikpapan,Individual
CUST-05967,Balikpapan,Individual
CUST-05968,Surabaya,Corporate
CUST-05969,Palembang,nan
CUST-05970,Balikpapan,Individual
CUST-05971,Bandung,Individual
CUST-05972,Bandung,Corporate
CUST-05973,Denpasar,Individual
CUST-05974,Semarang,nan
CUST-05975,Palembang,nan
CUST-05976,Makassar,Individual
CUST-05977,Surabaya,Corporate
CUST-05978,Surabaya,Corporate
CUST-05979,Medan,Individual
CUST-05980,Palembang,Individual
CUST-05981,Medan,Corporate
CUST-05982,Jakarta,nan
CUST-05983,Denpasar,Individual
CUST-05984,Denpasar,Individual
CUST-05985,Palembang,nan
CUST-05986,Medan,Individual
CUST-05987,Yogyakarta,nan
CUST-05988,Bandung,Corporate
CUST-05989,Palembang,nan
CUST-05990,Denpasar,nan
CUST-05991,Jakarta,Corporate
CUST-05992,Surabaya,Individual
CUST-05993,Jakarta,Corporate
CUST-05994,Palembang,Individual
CUST-05995,Palembang,Corporate
CUST-05996,Yogyakarta,Corporate
CUST-05997,Bandung,Corporate
CUST-05998,Denpasar,nan
CUST-05999,Denpasar,Individual
CUST-06000,Yogyakarta,Individual
CUST-06001,Medan,Individual
CUST-06002,Balikpapan,Individual
CUST-06003,Surabaya,Individual
CUST-06004,Bandung,Individual
CUST-06005,Bandung,Individual
CUST-06006,Yogyakarta,Individual
CUST-06007,Bandung,nan
CUST-06008,Bandung,Individual
CUST-06009,Balikpapan,nan
CUST-06010,Denpasar,Individual
CUST-06011,Medan,nan
CUST-06012,Surabaya,Individual
CUST-06013,Jakarta,nan
CUST-06014,Surabaya,Individual
CUST-06015,Semarang,nan
CUST-06016,Semarang,Individual
CUST-06017,Makassar,Individual
CUST-06018,Denpasar,Individual
CUST-06019,Semarang,Corporate
CUST-06020,Medan,Individual
CUST-06021,Palembang,Individual
CUST-06022,Balikpapan,Individual
CUST-06023,Surabaya,Individual
CUST-06024,Balikpapan,Individual
CUST-06025,Balikpapan,Individual
CUST-06026,Surabaya,nan
CUST-06027,Balikpapan,Individual
CUST-06028,Denpasar,Individual
CUST-06029,Bandung,Individual
CUST-06030,Denpasar,Individual
CUST-06031,Surabaya,Individual
CUST-06032,Semarang,Individual
CUST-06033,Denpasar,Individual
CUST-06034,Semarang,Individual
CUST-06035,Yogyakarta,Individual
CUST-06036,Balikpapan,Individual
CUST-06037,Makassar,Individual
CUST-06038,Bandung,Individual
CUST-06039,Makassar,Corporate
CUST-06040,Makassar,nan
CUST-06041,Balikpapan,Corporate
CUST-06042,Yogyakarta,Corporate
CUST-06043,Surabaya,Individual
CUST-06044,Yogyakarta,Individual
CUST-06045,Bandung,nan
CUST-06046,Denpasar,Corporate
CUST-06047,Balikpapan,Individual
CUST-06048,Bandung,Individual
CUST-06049,Medan,Individual
CUST-06050,Medan,Individual
CUST-06051,Balikpapan,Individual
CUST-06052,Surabaya,nan
CUST-06053,Denpasar,Individual
CUST-06054,Semarang,Individual
CUST-06055,Medan,Individual
CUST-06056,Surabaya,Corporate
CUST-06057,Bandung,nan
CUST-06058,Medan,Individual
CUST-06059,Palembang,Corporate
CUST-06060,Balikpapan,nan
CUST-06061,Palembang,Corporate
CUST-06062,Denpasar,Individual
CUST-06063,Makassar,Individual
CUST-06064,Denpasar,Individual
CUST-06065,Balikpapan,nan
CUST-06066,Jakarta,Individual
CUST-06067,Semarang,Individual
CUST-06068,Semarang,nan
CUST-06069,Palembang,Individual
CUST-06070,Palembang,Individual
CUST-06071,Balikpapan,Corporate
CUST-06072,Yogyakarta,Individual
CUST-06073,Makassar,Individual
CUST-06074,Balikpapan,Individual
CUST-06075,Makassar,Corporate
CUST-06076,Semarang,nan
CUST-06077,Jakarta,Corporate
CUST-06078,Jakarta,Individual
CUST-06079,Balikpapan,Individual
CUST-06080,Surabaya,Corporate
CUST-06081,Jakarta,Individual
CUST-06082,Palembang,nan
CUST-06083,Palembang,Individual
CUST-06084,Denpasar,Individual
CUST-06085,Surabaya,Individual
CUST-06086,Jakarta,nan
CUST-06087,Yogyakarta,Individual
CUST-06088,Semarang,Individual
CUST-06089,Bandung,Individual
CUST-06090,Denpasar,Individual
CUST-06091,Bandung,Individual
CUST-06092,Balikpapan,nan
CUST-06093,Bandung,nan
CUST-06094,Makassar,Individual
CUST-06095,Denpasar,nan
CUST-06096,Makassar,Individual
CUST-06097,Balikpapan,Individual
CUST-06098,Medan,Individual
CUST-06099,Jakarta,Individual
CUST-06100,Jakarta,nan
CUST-06101,Denpasar,Corporate
CUST-06102,Semarang,nan
CUST-06103,Bandung,nan
CUST-06104,Semarang,Individual
CUST-06105,Palembang,Individual
CUST-06106,Balikpapan,Individual
CUST-06107,Makassar,Individual
CUST-06108,Palembang,Corporate
CUST-06109,Semarang,Corporate
CUST-06110,Palembang,Individual
CUST-06111,Makassar,Individual
CUST-06112,Denpasar,nan
CUST-06113,Jakarta,nan
CUST-06114,Yogyakarta,nan
CUST-06115,Balikpapan,Corporate
CUST-06116,Bandung,Individual
CUST-06117,Jakarta,Individual
CUST-06118,Medan,Individual
CUST-06119,Palembang,Individual
CUST-06120,Jakarta,Individual
CUST-06121,Bandung,Individual
CUST-06122,Semarang,Individual
CUST-06123,Palembang,Individual
CUST-06124,Semarang,Corporate
CUST-06125,Surabaya,Corporate
CUST-06126,Semarang,Individual
CUST-06127,Medan,Individual
CUST-06128,Jakarta,nan
CUST-06129,Palembang,Individual
CUST-06130,Bandung,Corporate
CUST-06131,Balikpapan,Individual
CUST-06132,Denpasar,Individual
CUST-06133,Surabaya,Individual
CUST-06134,Semarang,Individual
CUST-06135,Bandung,Corporate
CUST-06136,Bandung,Individual
CUST-06137,Surabaya,Individual
CUST-06138,Yogyakarta,Individual
CUST-06139,Medan,Individual
CUST-06140,Palembang,Individual
CUST-06141,Palembang,Individual
CUST-06142,Surabaya,Individual
CUST-06143,Medan,Individual
CUST-06144,Makassar,Individual
CUST-06145,Yogyakarta,Individual
CUST-06146,Surabaya,Individual
CUST-06147,Yogyakarta,nan
CUST-06148,Jakarta,nan
CUST-06149,Semarang,Corporate
CUST-06150,Makassar,Individual
CUST-06151,Surabaya,Individual
CUST-06152,Makassar,Individual
CUST-06153,Balikpapan,Individual
CUST-06154,Semarang,Corporate
CUST-06155,Balikpapan,Individual
CUST-06156,Balikpapan,Individual
CUST-06157,Semarang,Corporate
CUST-06158,Balikpapan,Individual
CUST-06159,Palembang,Corporate
CUST-06160,Medan,Individual
CUST-06161,Balikpapan,Individual
CUST-06162,Medan,nan
CUST-06163,Denpasar,Individual
CUST-06164,Yogyakarta,Corporate
CUST-06165,Makassar,nan
CUST-06166,Yogyakarta,nan
CUST-06167,Denpasar,nan
CUST-06168,Jakarta,Individual
CUST-06169,Semarang,Corporate
CUST-06170,Bandung,Individual
CUST-06171,Bandung,Corporate
CUST-06172,Denpasar,Corporate
CUST-06173,Denpasar,Individual
CUST-06174,Surabaya,Corporate
CUST-06175,Denpasar,Individual
CUST-06176,Jakarta,Corporate
CUST-06177,Semarang,nan
CUST-06178,Bandung,Individual
CUST-06179,Balikpapan,Individual
CUST-06180,Medan,Individual
CUST-06181,Medan,Corporate
CUST-06182,Jakarta,Individual
CUST-06183,Balikpapan,Individual
CUST-06184,Yogyakarta,Individual
CUST-06185,Surabaya,Individual
CUST-06186,Medan,Corporate
CUST-06187,Balikpapan,Individual
CUST-06188,Denpasar,Individual
CUST-06189,Palembang,Individual
CUST-06190,Yogyakarta,nan
CUST-06191,Bandung,Individual
CUST-06192,Makassar,Individual
CUST-06193,Balikpapan,nan
CUST-06194,Denpasar,Individual
CUST-06195,Surabaya,Individual
CUST-06196,Yogyakarta,Corporate
CUST-06197,Surabaya,Individual
CUST-06198,Jakarta,Individual
CUST-06199,Yogyakarta,Corporate
CUST-06200,Medan,Corporate
CUST-06201,Surabaya,Individual
CUST-06202,Jakarta,Individual
CUST-06203,Jakarta,nan
CUST-06204,Balikpapan,Corporate
CUST-06205,Bandung,nan
CUST-06206,Makassar,nan
CUST-06207,Jakarta,nan
CUST-06208,Makassar,Individual
CUST-06209,Medan,Individual
CUST-06210,Surabaya,nan
CUST-06211,Denpasar,Individual
CUST-06212,Denpasar,Individual
CUST-06213,Surabaya,Individual
CUST-06214,Medan,nan
CUST-06215,Balikpapan,Individual
CUST-06216,Palembang,Individual
CUST-06217,Yogyakarta,Individual
CUST-06218,Surabaya,Individual
CUST-06219,Denpasar,Individual
CUST-06220,Yogyakarta,Individual
CUST-06221,Medan,Corporate
CUST-06222,Makassar,Individual
CUST-06223,Bandung,Corporate
CUST-06224,Medan,nan
CUST-06225,Bandung,Corporate
CUST-06226,Palembang,nan
CUST-06227,Semarang,Corporate
CUST-06228,Balikpapan,Corporate
CUST-06229,Medan,Corporate
CUST-06230,Bandung,Individual
CUST-06231,Yogyakarta,Corporate
CUST-06232,Yogyakarta,Individual
